,product,brand,price ($),life_stage,special_diet,review_num,review_star,ingredients,protein,fat,fiber,moisture,
92,Purina Pro Plan Adult Weight Management Chicken & Rice Formula Dry Cat Food,Purina Pro Plan,36.98,Adult,"High-Protein, Weight Control, Pea-Free",219,4.8,"New: Chicken, Rice, Corn Gluten Meal, Poultry By-product Meal, Soy Protein Concentrate, Wheat Flour, Beef Fat Preserved With Mixed-tocopherols, Fish Meal, Soy Protein Isolate, Soybean Meal, Natural Flavor, Dried Yeast, Chicory Root Inulin, Phosphoric Acid, Salt, L-lysine Monohydrochloride, Potassium Chloride, Calcium Carbonate, Choline Chloride, Vitamins [Vitamin E Supplement, Niacin (Vitamin B-3), Vitamin A Supplement, Calcium Pantothenate (Vitamin B-5), Thiamine Mononitrate (Vitamin B-1), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Pyridoxine Hydrochloride (Vitamin B-6), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement, Biotin (Vitamin B-7), Menadione Sodium Bisulfite Complex (Vitamin K)], Taurine, Minerals [Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate, Sodium Selenite], Dried Bacillus Coagulans Fermentation Product. T462019.",43.00%,9.00%,5.00%,12.00%,
93,Meow Mix Tender Centers Salmon & Turkey Dry Cat Food,Meow Mix,11.6,Adult,normal,160,4.7,"Whole Ground Corn, Chicken By-Product Meal, Corn Gluten Meal, Soybean Meal, Animal Fat (Preserved with Mixed Tocopherols), Whole Wheat, Animal Digest, Calcium Carbonate, Phosphoric Acid, Salmon Meal, Turkey By-Product Meal, Corn Syrup, Glycerin, Titanium Dioxide (Color), Potassium Sorbate (Used As A Preservative), Salt, Potassium Chloride, Choline Chloride, L-Lysine, Calcium Sulfate, Vitamins (Vitamin E Supplement, Niacin Supplement, Vitamin A Supplement, D-Calcium Pantothenate, Thiamine Mononitrate, Riboflavin Supplement, Pyridoxine Hydrochloride, Menadione Sodium Bisulfite Complex, Vitamin D3 Supplement, Folic Acid, Biotin, Vitamin B12 Supplement), Taurine, Dicalcium Phosphate, Carrageenan, Minerals (Ferrous Sulfate, Zinc Oxide, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite), Red 40, Dl-Methionine, Yellow 5, Blue 2, Natural White Meat Chicken Flavor, BHA (Used As A Preservative), Rosemary Extract, Celery Extract.",31.00%,11.00%,4.00%,12.00%,
94,Hill's Science Diet Adult 11+ Indoor Chicken Recipe Dry Cat Food,Hill's Science Diet,23.99,Senior,Indoor,177,4.3,"Chicken, Whole Grain Wheat, Corn Gluten Meal, Chicken Fat, Powdered Cellulose, Wheat Gluten, Chicken Liver Flavor, Dried Beet Pulp, Brewers Rice, Lactic Acid, Potassium Chloride, Fish Oil, Calcium Sulfate, Choline Chloride, Calcium Carbonate, Dicalcium Phosphate, Taurine, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, Calcium Pantothenate, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Folic Acid, Vitamin D3 Supplement), minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite), Iodized Salt, L-Carnitine, Mixed Tocopherols for freshness, Green Peas, Natural Flavors, Apples, Cranberries, Carrots, Broccoli, Beta-Carotene.",29.5%,17.5%,10.0%,9.0%,
95,"Royal Canin Veterinary Diet Ultamino Dry Cat Food, 5.5-lb bag",Royal Canin Veterinary Diet,52.99,Adult,"Sensitive Digestion, Pea-Free, Veterinary Diet",103,4.4,"Corn Starch, Hydrolyzed Poultry By-Products Aggregate, Coconut Oil, Vegetable Oil, Powdered Cellulose, Natural Flavors, Dried Chicory Root, Fish Oil, Calcium Sulfate, Sodium Silico Aluminate, Potassium Chloride, Fructooligosaccharides, Sodium Pyrophosphate, Monocalcium Phosphate, Dl-Methionine, Choline Chloride, L-Lysine, Vitamins [Dl-Alpha Tocopherol Acetate (Source Of Vitamin E), L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C), Niacin Supplement, Vitamin B12 Supplement, D-Calcium Pantothenate, Biotin, Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement, Thiamine Mononitrate (Vitamin B1), Vitamin A Acetate, Folic Acid, Vitamin D3 Supplement], Taurine, L-Tryptophan, L-Alanine, Histidine, Salt, Trace Minerals [Zinc Proteinate, Zinc Oxide, Manganese Proteinate, Ferrous Sulfate, Copper Sulfate, Manganous Oxide, Sodium Selenite, Copper Proteinate], Marigold Extract (Tagetes Erecta L.), Rosemary Extract, Preserved With Mixed Tocopherols And Citric Acid, Glycine, Magnesium Oxide, Potassium Iodate.",24.50%,15.00%,5.70%,8.00%,
96,"Instinct Original Kitten Grain-Free Recipe with Real Chicken Freeze-Dried Raw Coated Dry Cat Food, 4.5-lb bag",Instinct,19.99,Kitten,"No Corn No Wheat No Soy, Grain-Free, Gluten Free, Natural, High-Protein",113,4.5,"Chicken, Turkey Meal, Menhaden Fish Meal, Peas, Chicken Fat (preserved with Mixed Tocopherols and Citric Acid), Egg Product, Chicken Meal, White Fish Meal (Pacific Whiting, Pacific Sole, Pacific Rockfish), Tapioca, Natural Flavor, Lamb Meal, Dried Tomato Pomace, Carrots, Apples, Cranberries, Montmorillonite Clay, Vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate, Niacin Supplement, Thiamine Mononitrate, d-Calcium Pantothenate, Vitamin A Supplement, Riboflavin Supplement, Pyridoxine Hydrochloride, Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement, Biotin), Choline Chloride, Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Ethylenediamine Dihydriodide), Potassium Chloride, Salt, Taurine, Freeze Dried Chicken, Freeze Dried Chicken Liver, Pumpkinseeds, Freeze Dried Chicken Heart, Dried Bacillus coagulans Fermentation Product, Rosemary Extract.",42.50%,22.50%,3.00%,9.00%,
97,Royal Canin Veterinary Diet Renal Support A Dry Cat Food,Royal Canin Veterinary Diet,39.99,Adult,"Sensitive Digestion, Low-Protein, Pea-Free, Veterinary Diet",339,4.7,"Brewers Rice, Corn, Chicken Fat, Wheat Gluten, Corn Gluten Meal, Chicken By-Product Meal, Soy Protein Isolate, Powdered Cellulose, Natural Flavors, Wheat, Chicory, Fish Oil, Calcium Carbonate, Sodium Silico Aluminate, Potassium Chloride, Dl-Methionine, Psyllium Seed Husk, Potassium Citrate, L-Arginine, Fructooligosaccharides, Salt, Choline Chloride, Vitamins [Dl-Alpha Tocopherol Acetate (Source of Vitamin E), L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), Niacin Supplement, Biotin, Riboflavin Supplement, D-Calcium Pantothenate, Pyridoxine Hydrochloride (Vitamin B6), Vitamin A Acetate, Thiamine Mononitrate (Vitamin B1), Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement], Taurine, Trace Minerals [Zinc Oxide, Ferrous Sulfate, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite], L-Lysine, Marigold Extract (Tagetes Erecta L.), Rosemary Extract, Preserved with Mixed Tocopherols and Citric Acid.",21.00%,15.00%,6.40%,8.00%,
98,Rachael Ray Nutrish Longevity Natural Chicken with Chickpeas & Salmon Recipe Dry Cat Food,Rachael Ray Nutrish,19.97,Adult,normal,279,4.6,"Chicken, Chicken Meal, Dried Peas, Brewer's Rice, Corn Protein Concentrate, Dried Chickpeas, Chicken Fat (Preserved with Mixed Tocopherols), Salmon, Dried Plain Beet Pulp, Natural Flavor, Dicalcium Phosphate, Menhaden Fish Meal, Dried Cranberries, Salt, Menhaden Fish Oil (Preserved with Mixed Tocopherols), Potassium Chloride, Choline Chloride, Taurine, Iron Oxide (Color), Dried Blueberry, Dried Pumpkin, Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), Zinc Sulfate, Ferrous Sulfate, Calcium Carbonate, Niacin, Dried Dandelion, Manganese Sulfate, Copper Sulfate, Vitamin A Supplement, Thiamine Mononitrate, d-Calcium Pantothenate, Biotin, Sodium Selenite, Riboflavin Supplement, Pyridoxine Hydrochloride (Source of Vitamin B6), Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement, Potassium Iodide.",34.00%,12.00%,5.00%,9.00%,
99,Iams ProActive Health Salmon Recipe Adult Dry Cat Food,Iams,18.96,Adult,normal,131,4.7,"Salmon, Chicken By-Product Meal, Ground Whole Grain Corn, Ground Whole Grain Sorghum, Corn Grits, Chicken Meal, Corn Gluten Meal, Chicken, Brewers Rice, Dried Plain Beet Pulp, Chicken Fat (preserved with Mixed  Tocopherols), Dried Egg Product, Natural Flavor, Brewers Dried Yeast, Sodium Bisulfate, Choline Chloride, Potassium Chloride, DL-Methionine, Fructooligosaccharides, Vitamins (Vitamin E Supplement, Niacin, Ascorbic Acid, Vitamin A Acetate, Calcium Pantothenate, Biotin, Thiamine Mononitrate (source of Vitamin B1), Pyridoxine Hydrochloride (source of Vitamin B6), Vitamin B12 Supplement, Riboflavin Supplement (source of Vitamin B2), Inositol, Vitamin D3 Supplement, Folic Acid), Taurine, Calcium Carbonate, Minerals (Zinc Oxide, Manganese Sulfate, Copper Sulfate, Potassium Iodide), L-Carnitine, Rosemary Extract.",32.00%,15.00%,3.00%,10.00%,
100,Purina ONE True Instinct Natural Real Chicken Plus Vitamins & Minerals Grain-Free Dry Cat Food,Purina ONE,27.99,Adult,Grain-Free,322,4.6,"Chicken, Chicken meal, Pea Starch, Cassava Root Flour, Soy Protein Isolate, Soybean Meal, Beef Fat Naturally Preserved With Vitamin E, Dried Egg Product, Pea Protein, Canola Meal, Dried Yeast, Minerals (Phosphoric Acid, Calcium Carbonate, Salt, Potassium Chloride, Sodium Bisulfate, Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate, Sodium Selenite), Natural Liver Flavor, Soy Protein Concentrate, Glycerin, Amino Acids (L-Lysine Monohydrochloride, L-Cysteine, DL-Methionine), Vitamins (Choline, Vitamin E, Vitamin B-3, Vitamin A, Vitamin B-5, Vitamin B-1, Vitamin B-2, Vitamin B-12, Vitamin B-6, folic acid, Vitamin D-3, Vitamin B-7, Vitamin K), Taurine.",35.00%,14.00%,2.00%,12.00%,
101,Royal Canin Veterinary Diet Renal Support S Dry Cat Food,Royal Canin Veterinary Diet,39.99,Adult,"Sensitive Digestion, Low-Protein, Veterinary Diet",242,4.7,"Corn, Chicken Fat, Pork Meal, Brewers Rice, Corn Gluten Meal, Fish Meal, Natural Flavors, Pea Fiber, Chicory, Wheat Gluten, Fish Oil, Calcium Carbonate, Vegetable Oil, Sodium Silico Aluminate, Potassium Chloride, Salt, Psyllium Seed Husk, Potassium Citrate, Dl-Methionine, Fructooligosaccharides, L-Arginine, Choline Chloride, Taurine, Vitamins [Dl-Alpha Tocopherol Acetate (Source of Vitamin E), L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), Niacin Supplement, Biotin, Riboflavin Supplement, D-Calcium Pantothenate, Pyridoxine Hydrochloride (Vitamin B6), Vitamin A Acetate, Thiamine Mononitrate (Vitamin B1), Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement], Trace Minerals [Zinc Proteinate, Zinc Oxide, Ferrous Sulfate, Manganese Proteinate, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite, Copper Proteinate], Magnesium Oxide, Marigold Extract (Tagetes Erecta L.), Rosemary Extract, Preserved with Mixed Tocopherols and Citric Acid.",22.50%,19.50%,5.00%,8.00%,
102,Blue Buffalo Indoor Hairball Control Chicken & Brown Rice Recipe Adult Dry Cat Food,Blue Buffalo,35.98,Adult,"No Corn No Wheat No Soy, Indoor",267,4.7,"Deboned Chicken, Chicken Meal, Brown Rice, Barley, Pea Protein, Chicken Fat (preserved with Mixed Tocopherols), Menhaden Fish Meal (source of Omega 3 Fatty Acids), Powdered Cellulose, Peas, Flaxseed (source of Omega 6 Fatty Acids), Oatmeal, Natural Flavor, Calcium Sulfate, Potassium Chloride, DL-Methionine, Choline Chloride, Psyllium Seed Husks, Calcium Chloride, Potatoes, Dried Chicory Root, Pea Fiber, Alfalfa Nutrient Concentrate, Taurine, Calcium Carbonate, Salt, Cranberries, preserved with Mixed Tocopherols, Sweet Potatoes, Carrots, Vegetable juice for color, Ferrous Sulfate, Niacin (Vitamin B3), Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Zinc Sulfate, Vitamin E Supplement, Blueberries, Barley Grass, Parsley, Turmeric, Dried Kelp, Yucca Schidigera Extract, Copper Sulfate, Thiamine Mononitrate (Vitamin B1), Copper Amino Acid Chelate, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), L-Lysine, L-Carnitine, Biotin (Vitamin B7), Vitamin A Supplement, Manganese Sulfate, Manganese Amino Acid Chelate, Pyridoxine Hydrochloride (Vitamin B6), Calcium Pantothenate (Vitamin B5), Riboflavin (Vitamin B2), Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid (Vitamin B9), Dried Yeast, Dried Enterococcus faecium fermentation product, Dried Lactobacillus acidophilus fermentation product, Dried Aspergillus niger fermentation extract, Dried Trichoderma longibrachiatum fermentation extract, Dried Bacillus subtilis fermentation extract, Calcium Iodate, Sodium Selenite, Oil of Rosemary.",32.00%,15.00%,6.00%,9.00%,
103,9 Lives Plus Care with Tuna & Egg Flavor Dry Cat Food,9 Lives,9.99,Adult,normal,190,4.6,"Whole Ground Corn, Corn Gluten Meal, Poultry By-Product Meal, Whole Wheat, Animal Digest, Animal Fat (Preserved with Mixed Tocopherols), Meat and Bone Meal, Phosphoric Acid, Calcium Carbonate, Salt, Potassium Chloride, Yeast Culture, Titanium Dioxide, Tuna Meal, Choline Chloride, Taurine, Minerals (Zinc Oxide, Ferrous Sulfate, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite), L-Lysine, Vitamins (Vitamin E Supplement, Niacin Supplement, D-Calcium Pantothenate, Thiamine Mononitrate, Riboflavin Supplement, Vitamin A Supplement, Pyridoxine Hydrochloride, Menadione Sodium Bisulfite Complex, Folic Acid, Biotin, Vitamin B12 Supplement, Vitamin D3 Supplement), Egg Product, Dl-Methionine, Yellow 5, Red 40, Yellow 6, BHA (Used As A Preservative), Natural and Artificial Flavor (Source of Grilled Flavor), Blue 1, Rosemary Extract.",31.0%,9.0%,3.0%,12.0%,
104,Kitten Chow Naturals Dry Cat Food,Kitten Chow,13.98,Kitten,"High-Protein, Pea-Free",148,4.8,"Chicken, Corn Gluten Meal, Chicken By-Product Meal, Soy Flour, Rice, Ground Whole Wheat, Ground Yellow Corn, Beef Fat Naturally Preserved With Mixed-Tocopherols, Natural Liver Flavor, Phosphoric Acid, Natural Flavor, Salt, Calcium Carbonate, Fish Oil, Choline Chloride, Dried Spinach, Taurine, MINERALS [Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate, Sodium Selenite], VITAMINS [Vitamin E Supplement, Niacin (Vitamin B-3), Vitamin A Supplement, Calcium Pantothenate (Vitamin B-5), Thiamine Mononitrate (Vitamin B-1), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Pyridoxine Hydrochloride (Vitamin B-6), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement, Biotin (Vitamin B-7), Menadione Sodium Bisulfite Complex (Vitamin K)], Potassium Chloride. A453118.",40.00%,15.00%,2.50%,12.00%,
105,Hill's Prescription Diet m/d GlucoSupport Chicken Flavor Dry Cat Food,Hill's Prescription Diet,54.99,Adult,"High-Protein, Weight Control, Pea-Free, Veterinary Diet",145,4.7,"Chicken By-Product Meal, Corn Gluten Meal, Chicken, Chicken Fat, Wheat Gluten, Potato Protein, Powdered Cellulose, Pork Protein Isolate, Corn Starch, Sweet Potatoes, Chicken Liver Flavor, Flaxseed, Lactic Acid, L-Lysine, Potassium Chloride, Fructooligosaccharides (Fos), Choline Chloride, Iodized Salt, L-Arginine, Fish Oil, Vitamins (Vitamin E Supplement), L-Ascorbyl-2-Polyphosphate (Sourceof Vitamin C), Niacin Supplement, Thiamine Mononitrate, Calcium Pantothenate, Pyridoxine Hydrochloride, Vitamin A Supplement, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement), Taurine, Minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite), L-Carnitine, Calcium Carbonate, Mixed Tocopherols For Freshness, Natural Flavors, Beta-Carotene.",45.00%,17.50%,6.50%,8.00%,
106,Instinct Original Grain-Free Recipe with Real Chicken Freeze-Dried Raw Coated Dry Cat Food,Instinct,37.99,Adult,"Grain-Free, Gluten Free, No Corn No Wheat No Soy, Natural, High-Protein",281,4.5,"Chicken, Chicken Meal, Turkey Meal, Menhaden Fish Meal, Peas, Chicken Fat (preserved with Mixed Tocopherols and Citric Acid), Tapioca, Natural Flavor, Dried Tomato Pomace, Montmorillonite Clay, Carrots, Apples, Cranberries, Choline Chloride, Salt, Vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate, Niacin Supplement, Vitamin A Supplement, Thiamine Mononitrate, d-Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement, Biotin), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Ethylenediamine Dihydriodide), Taurine, Freeze Dried Chicken, Freeze Dried Chicken Liver, Pumpkinseeds, Freeze Dried Chicken Heart, Dried Bacillus Coagulans Fermentation Product, Rosemary Extract.",41.00%,21.00%,3.00%,9.00%,
107,Natural Balance L.I.D. Limited Ingredient Diets Green Pea & Duck Formula Grain-Free Dry Cat Food,Natural Balance,29.83,Adult,"Sensitive Digestion, No Corn No Wheat No Soy, Limited Ingredient Diet, Grain-Free",335,4.5,"Green Peas, Duck, Duck Meal, Pea Protein, Canola Oil (Preserved with Mixed Tocopherols), Natural Flavor, Salmon Oil (Preserved with Mixed Tocopherols), Flaxseed, Salt, Choline Chloride, Dl-Methionine, Minerals (Zinc Proteinate,  Zinc Sulfate, Ferrous Sulfate, Iron Proteinate, Copper Sulfate, Copper Proteinate, Manganese Sulfate, Manganese Proteinate, Calcium Iodate, Sodium Selenite), Vitamins (Vitamin E Supplement, Niacin, Thiamine Mononitrate, D-Calcium Pantothenate, Vitamin A Supplement, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid, Biotin), Taurine, Mixed Tocopherols (Preservative), Rosemary Extract, Green Tea Extract, Spearmint Extract.",30.00%,12.00%,4.00%,10.00%,
108,Diamond Maintenance Formula Adult Dry Cat Food,Diamond,32.99,Adult,Pea-Free,145,4.5,"Chicken By-Product Meal, Whole Grain Ground Corn, Wheat Flour, Chicken Fat (Preserved With Mixed Tocopherols), Corn Gluten Meal, Ground White Rice, Dried Beet Pulp, Natural Chicken Flavor, Flaxseed, Fish Meal, Sodium Bisulfate, Potassium Chloride, Choline Chloride, Dl-Methionine, Taurine, Dried Lactobacillus Plantarum Fermentation Product, Dried Bacillus Subtilis Fermentation Product, Dried Lactobacillus Acidophilus Fermentation Product, Dried Enterococcus Faecium Fermentation Product, Dried Bifidobacterium Animalis Fermentation Product, Zinc Proteinate, Vitamin E Supplement, Niacin, Manganese Proteinate, Copper Proteinate, Zinc Sulfate, Manganese Sulfate, Copper Sulfate, Thiamine Mononitrate, Vitamin A Supplement, Biotin, Potassium Iodide, Calcium Pantothenate, Riboflavin, Pyridoxine Hydrochloride (Vitamin B6), Vitamin B12 Supplement, Manganous Oxide, Sodium Selenite, Vitamin D Supplement, Folic Acid.

Contains A Source Of Live (Viable), Naturally Occurring Microorganisms.",30.00%,15.00%,3.00%,10.00%,
109,Royal Canin Veterinary Diet Satiety Support Dry Cat Food,Royal Canin Veterinary Diet,42.99,Adult,"Weight Control, Pea-Free, Veterinary Diet",197,4.7,"Chicken By-Product Meal, Powdered Cellulose, Tapioca, Wheat, Wheat Gluten, Corn Gluten Meal, Natural Flavors, Dried Chicory Root, Chicken Fat, Potassium Chloride, Psyllium Seed Husk, Calcium Sulfate, Sodium Bisulfate, Fish Oil, Sodium Pyrophosphate, Monocalcium Phosphate, Choline Chloride, Vitamins [Dl-Alpha Tocopherol Acetate (Source Of Vitamin E), L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C), Niacin Supplement, Biotin, Riboflavin Supplement, D-Calcium Pantothenate, Pyridoxine Hydrochloride (Vitamin B6), Vitamin A Acetate, Thiamine Mononitrate (Vitamin B1), Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement], Taurine, Marigold Extract (Tagetes Erecta L.), Salt, Trace Minerals [Zinc Proteinate, Zinc Oxide, Manganese Proteinate, Ferrous Sulfate, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite, Copper Proteinate], Glucosamine Hydrochloride, L-Carnitine, Chondroitin Sulfate, Rosemary Extract, Preserved With Mixed Tocopherols And Citric Acid.",32.00%,8.60%,16.10%,8.00%,
110,Blue Buffalo Weight Control Chicken & Brown Rice Recipe Adult Dry Cat Food,Blue Buffalo,35.98,Adult,"Weight Control, No Corn No Wheat No Soy",196,4.4,"Deboned Chicken, Chicken Meal, Brown Rice, Barley, Oatmeal, Pea Protein, Pea Starch, Powdered Cellulose, Menhaden Fish Meal (source of Omega 3 Fatty Acids), Peas, Chicken Fat (preserved with Mixed Tocopherols), Pea Fiber, Natural Flavor, Flaxseed (source of Omega 6 Fatty Acids), Calcium Sulfate, DL-Methionine, Potassium Chloride, Choline Chloride, Potatoes, Calcium Chloride, Dried Chicory Root, Taurine, Dehydrated Alfalfa Meal, Alfalfa Nutrient Concentrate, Calcium Carbonate, Salt, Cranberries, Sweet Potatoes, Carrots, preserved with Mixed Tocopherols, L-Carnitine, Vegetable Juice for color, Ferrous Sulfate, Niacin (Vitamin B3), Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Zinc Sulfate, Vitamin E Supplement, Blueberries, Barley Grass, Parsley, Turmeric, Dried Kelp, Yucca Schidigera Extract, Copper Sulfate, Thiamine Mononitrate (Vitamin B1), Copper Amino Acid Chelate, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), L-Lysine, Biotin (Vitamin B7), Vitamin A Supplement, Manganese Sulfate, Manganese Amino Acid Chelate, Pyridoxine Hydrochloride (Vitamin B6), Calcium Pantothenate (Vitamin B5), Riboflavin (Vitamin B2), Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid (Vitamin B9), Dried Yeast, Dried Enterococcus faecium fermentation product, Dried Lactobacillus acidophilus fermentation product, Dried Aspergillus niger fermentation extract, Dried Trichoderma longibrachiatum fermentation extract, Dried Bacillus subtilis fermentation extract, Calcium Iodate, Sodium Selenite, Oil of Rosemary.",30.00%,10.00%,9.00%,9.00%,
